ParkID,PlotID,BurnUnit,MaxBurnYear,Season,Lat,Long,ObsYears,TreeID,Species,Status,CrownScorchPercent,MaxCharHt,gro.10,BA_comp,DBH,aVpd.pre.10,trnd.25,ad.25
CRLA,FABCO1D08_07_CRLA,Cornerstone/Phoenix,2010,Fall,43.07,-122.01,4,CL07779,ABCO,0,15,4,2.45,56,78.9,0.8,0.05,0
CRLA,FPIPO1D09_14,Timbered Crater,2001,Fall,43.05,-122,2,CL14013,PIPO,0,0,0.4,1.51,607,17,0.1,0.04,1
CRLA,FPIPO1D09_14,Timbered Crater,2001,Fall,43.05,-122,2,CL14065,PIPO,0,10,4,0.75,62,65.1,0.1,-0.02,1
CRLA,FPIPO1D09_14,Timbered Crater,2001,Fall,43.05,-122,2,CL14066,PIPO,0,0,4,0.71,35,70.4,0.1,0,0
CRLA,FABCO1D08_06,Panhandle Unit,2003,Summer,42.81,-122.1,1,CLA6039,ABCO,0,15,0.3,0.58,1661,21.8,0.2,-0.01,0
CRLA,FABCO1D08_06,Panhandle Unit,2003,Summer,42.81,-122.1,1,CLA6080,ABCO,0,5,4.5,0.88,382,52.5,0.2,0,0
CRLA,FPICO3D08_02,Cornerstone/Phoenix,2010,Fall,43.05,-122,4,CLP2601,PIPO,0,0,0.5,0.34,859,22.6,0.8,-0.01,1
CRLA,FPICO3D08_02,Cornerstone/Phoenix,2010,Fall,43.05,-122,4,CLP2602,PIPO,0,0,0,1.83,400,33.1,0.8,0.03,0
CRLA,FPICO3D08_02,Cornerstone/Phoenix,2010,Fall,43.05,-122,4,CLP2604,PIPO,0,0,1,0.76,4,146.3,0.8,0,0
CRLA,FPICO3D08_02,Cornerstone/Phoenix,2010,Fall,43.05,-122,4,CLP2629,PIPO,0,0,0.8,0.31,65,82.4,0.8,0,0
CRLA,FPICO3D08_02,Cornerstone/Phoenix,2010,Fall,43.05,-122,4,CLP2634,PIPO,0,0,0,1.2,235,43.2,0.8,-0.04,0
CRLA,FPICO3D08_02,Cornerstone/Phoenix,2010,Fall,43.05,-122,4,CLP2640,PIPO,0,0,0.3,1.45,208,50.3,0.8,-0.02,0
CRLA,FPICO3D08_02,Cornerstone/Phoenix,2010,Fall,43.05,-122,4,CLP2642,PIPO,0,0,0.1,1.51,147,59.9,0.8,0,0
ELMA,FPIPO1T02_13,Big Horn,1996,Summer,34.93,-108.08,5,E138427,PIPO,0,5,1.7,0.63,41,37.9,-0.1,0.01,2
ELMA,FPIPO1T02_13,Big Horn,1996,Summer,34.93,-108.08,5,E138436,PIPO,1,5,3.2,1.63,78,38.7,-0.1,0.02,2
ELMA,FPIPO1T02_13,Big Horn,1996,Summer,34.93,-108.08,5,E138443,PIPO,0,2,0.4,1.24,129,21.3,-0.1,0.01,2
ELMA,FPIPO1T02_13,Big Horn,1996,Summer,34.93,-108.08,5,E138444,PSME,1,100,1.8,0.33,131,29.9,-0.1,0.01,2
ELMA,FPIPO1T02_13,Big Horn,1996,Summer,34.93,-108.08,5,E138445,PSME,0,10,1.6,0.28,933,17.7,-0.1,0,3
ELMA,FPIPO1T02_16,Homestead,1999,Fall,34.98,-108.11,5,E168609,PIPO,0,80,7,0.49,121,31.1,0.3,0,3
ELMA,FPIPO1T02_16,Homestead,1999,Fall,34.98,-108.11,5,E168610,PIPO,0,95,9,2.05,13,66.8,0.3,0.02,1
ELMA,FPIPO1T02_16,Homestead,1999,Fall,34.98,-108.11,5,E168612,PIPO,0,85,5,0.86,57,45.4,0.3,-0.02,2
ELMA,FPIPO1T02_16,Homestead,1999,Fall,34.98,-108.11,5,E168613,PIPO,0,90,2,0.69,263,21.1,0.3,0.01,3
ELMA,FPIPO1T02_17,Homestead,1999,Fall,34.98,-108.11,5,E170045,PIPO,1,85,9.7,1.19,0,44.4,0.3,0.01,2
ELMA,FPIPO1T02_17,Homestead,1999,Fall,34.98,-108.11,5,E170050,PIPO,0,95,5,1.05,61,43.7,0.3,0.02,1
ELMA,FPIPO1T02_29,North Little Hole,2003,Fall,34.92,-108.09,5,E290911,PIPO,0,35,2,0.56,460,27.6,0.9,-0.06,3
ELMA,FPIPO1T02_29,North Little Hole,2003,Fall,34.92,-108.09,5,E290915,PIPO,0,85,2.3,0.44,119,31.3,0.9,-0.02,5
ELMA,FPIPO1T02_29,North Little Hole,2003,Fall,34.92,-108.09,5,E290916,PIPO,0,1,3.2,0.68,101,41.6,0.9,-0.07,4
ELMA,FPIPO1T02_29,North Little Hole,2003,Fall,34.92,-108.09,5,E290918,PIPO,0,25,4.5,1.16,124,43.5,0.9,-0.07,4
ELMA,FPIPO1T02_29,North Little Hole,2003,Fall,34.92,-108.09,5,E290924,PIPO,0,85,1.5,0.39,203,24,0.9,-0.02,4
ELMA,FPIPO1T02_29,North Little Hole,2003,Fall,34.92,-108.09,5,E290926,PIPO,0,70,1.9,0.26,192,24.7,0.9,-0.02,5
ELMA,FPIPO1T02_32,East Rendija,2006,Spring,34.95,-108.12,2,E320574,PIPO,0,100,12,0.84,696,20.5,1.2,-0.06,4
ELMA,FPIPO1T02_32,East Rendija,2006,Spring,34.95,-108.12,2,E320575,PIPO,0,100,12,0.56,343,32,1.2,-0.1,6
ELMA,FPIPO1T02_32,East Rendija,2006,Spring,34.95,-108.12,2,E320588,PIPO,0,5,7,0.82,231,22.5,1.2,-0.11,5
ELMA,FPIPO1T02_32,East Rendija,2006,Spring,34.95,-108.12,2,E320597,PIPO,0,95,5,0.46,365,25.3,1.2,-0.06,4
ELMA,FPIPO1T02_32,East Rendija,2006,Spring,34.95,-108.12,2,E320996,PIPO,0,40,3,0.59,300,27.9,1.2,-0.09,4
ELMA,FPIPO1T02_32,East Rendija,2006,Spring,34.95,-108.12,2,E320997,PIPO,0,30,4,0.63,462,31.8,1.2,-0.07,3
LABE,FPIPO1D09_10,South Boundary,2003,Spring,41.69,-121.49,9,LB10338,PIPO,0,35,3.5,1.92,212,35.2,0.2,-0.07,2
LABE,FPIPO1D09_10,South Boundary,2003,Spring,41.69,-121.49,9,LB10341,PIPO,0,7,3,0.91,39,67.1,0.2,-0.02,2
LABE,FPIPO1D09_10,South Boundary,2003,Spring,41.69,-121.49,9,LB10342,PIPO,0,5,1,1.41,18,69.6,0.2,-0.02,1
LABE,FPIPO1D09_55,South Boundary,2003,Spring,41.7,-121.49,9,LB55222,PIPO,1,80,8,1.6,0,34.8,0.2,0.03,3
LABE,FPIPO1D09_55,South Boundary,2003,Spring,41.7,-121.49,9,LB55242,PIPO,0,30,0.3,1.83,160,33.1,0.2,-0.02,1
LABE,FPIPO1D09_55,South Boundary,2003,Spring,41.7,-121.49,9,LB55249,PIPO,1,75,6,1.28,0,41.8,0.2,0,2
LAVO,FABCO1D08_04,Butte Lake,2004,Summer,40.58,-121.3,6,LV04489,ABCO,0,0,0.5,2.09,1392,21,0.5,0.02,0
LAVO,FABCO1D08_04,Butte Lake,2004,Summer,40.58,-121.3,6,LV04491,ABCO,0,0,0,1.59,132,44.6,0.5,-0.18,1
LAVO,FABCO1D08_05,Butte Lake,2004,Summer,40.58,-121.3,6,LV05248,ABCO,0,0,1,0.26,1345,32.3,0.5,-0.04,2
LAVO,FABCO1D08_05,Butte Lake,2004,Summer,40.58,-121.3,6,LV05249,ABCO,1,0,0.5,0.34,1711,24.8,0.5,-0.07,3
LAVO,FABCO1D08_05,Butte Lake,2004,Summer,40.58,-121.3,6,LV05255,ABCO,0,0,1,2.98,266,65.5,0.5,-0.05,0
LAVO,FPIJE1D09_06,Butte Lake,2008,Fall,40.58,-121.29,2,LV06233,ABCO,0,0,0,3.27,356,35.1,0.7,0.01,0
LAVO,FPIJE1D09_06,Butte Lake,2008,Fall,40.58,-121.29,2,LV06619,ABCO,0,65,8,4.77,212,49.8,0.7,0.06,0
LAVO,FABCO1D08_07_LAVO,Butte Lake,2004,Summer,40.58,-121.29,6,LV07394,ABCO,0,3,7,0.69,117,47.4,0.5,-0.18,1
LAVO,FABCO1D08_07_LAVO,Butte Lake,2004,Summer,40.58,-121.29,6,LV07447,ABCO,0,15,6,3.56,111,39.7,0.5,0.13,1
LAVO,FPIJE1D09_09,Butte Lake,2004,Summer,40.57,-121.3,6,LV09518,ABCO,0,55,3,4.12,144,49.4,0.5,0.02,0
LAVO,FPIJE1D09_09,Butte Lake,2004,Summer,40.57,-121.3,6,LV09519,ABCO,0,25,0,3.45,483,33,0.5,0.06,0
LAVO,FABCO1D08_12,Butte Lake,2004,Summer,40.58,-121.3,6,LV12709,ABCO,0,50,6,4.19,341,42.4,0.5,0.02,0
LAVO,FABCO1D08_12,Butte Lake,2004,Summer,40.58,-121.3,6,LV12716,ABCO,0,50,0,3.96,388,33.6,0.5,0.01,0
LAVO,FABCO1D08_12,Butte Lake,2004,Summer,40.58,-121.3,6,LV12731,ABCO,0,2,0.1,2.05,242,60.2,0.5,-0.12,0
LAVO,FABCO1D08_12,Butte Lake,2004,Summer,40.58,-121.3,6,LV12738,ABCO,0,0,2,1.15,53,141.5,0.5,-0.05,0
LAVO,FABCO1D08_14,Butte Lake,2004,Summer,40.58,-121.3,6,LV14003,ABCO,0,0,0,5.17,305,37.9,0.5,0.12,0
LAVO,FABCO1D08_14,Butte Lake,2004,Summer,40.58,-121.3,6,LV14017,ABCO,0,10,1,1.03,1573,22.4,0.5,-0.04,0
LAVO,FABCO1D08_14,Butte Lake,2004,Summer,40.58,-121.3,6,LV14693,ABCO,0,0,0,2.67,316,50,0.5,-0.08,0
LAVO,FABCO1D08_50,Butte Lake,2004,Summer,40.58,-121.3,6,LV50119,ABCO,0,60,0.8,2.82,153,58.7,0.5,-0.08,0
LAVO,FABCO1D08_50,Butte Lake,2004,Summer,40.58,-121.3,6,LV50123,ABCO,0,1,5.5,5.02,30,93.7,0.5,0,0
LAVO,FABCO1D08_50,Butte Lake,2004,Summer,40.58,-121.3,6,LV50195,ABCO,0,60,2,1.87,852,28.7,0.5,-0.01,0
LAVO,FABCO1D08_52,Butte Lake,2004,Summer,40.58,-121.29,6,LV52203,ABCO,1,0,0.1,1.53,882,28.2,0.5,-0.04,0
LAVO,FABCO1D08_52,Butte Lake,2004,Summer,40.58,-121.29,6,LV52230,ABCO,1,0,8,0.19,555,30.8,0.5,-0.09,2
LAVO,FABCO1D08_52,Butte Lake,2004,Summer,40.58,-121.29,6,LV52233,ABCO,0,0,6.5,3.18,223,52.5,0.5,0.02,1
LAVO,FABCO1D08_52,Butte Lake,2004,Summer,40.58,-121.29,6,LV52248,ABCO,0,10,4,1.98,166,65,0.5,-0.13,0
LAVO,FABCO1D08_53,Butte Lake,2004,Summer,40.58,-121.29,6,LV53033,ABCO,0,0,0,2.7,144,65.4,0.5,-0.12,0
LAVO,FABCO1D08_53,Butte Lake,2004,Summer,40.58,-121.29,6,LV53291,ABCO,0,0,0.2,1.71,432,34.9,0.5,-0.06,0
LAVO,FABCO1D08_54,Butte Lake,2004,Summer,40.58,-121.29,6,LV54332,ABCO,0,2,5,2.46,353,38.6,0.5,-0.06,0
LAVO,FABCO1D08_54,Butte Lake,2004,Summer,40.58,-121.29,6,LV54369,ABCO,0,0,0,1.45,276,25.2,0.5,-0.13,1
LAVO,FABCO1D08_54,Butte Lake,2004,Summer,40.58,-121.29,6,LV54375,ABCO,0,1,9,3.37,49,60,0.5,-0.07,0
GRCA,PIAB_01,Uncle Jim,2007,Fall,36.23,-112.04,5,NR01010,PSME,0,0,0.5,1.01,63,60.9,1,-0.01,1
GRCA,PIAB_01,Uncle Jim,2007,Fall,36.23,-112.04,5,NR01013,ABCO,1,2,5,1.63,460,25.2,1,-0.03,2
GRCA,PIAB_01,Uncle Jim,2007,Fall,36.23,-112.04,5,NR01023,ABCO,0,0,0.5,1.49,1249,18.1,1,-0.02,2
GRCA,PIAB_01,Uncle Jim,2007,Fall,36.23,-112.04,5,NR01024,ABCO,0,10,0.5,1.55,1782,16.2,1,0.02,3
GRCA,PIAB_01,Uncle Jim,2007,Fall,36.23,-112.04,5,NR01026,ABCO,0,0,0.5,1.26,1639,15.8,1,0.01,1
GRCA,PIAB_01,Uncle Jim,2007,Fall,36.23,-112.04,5,NR01029,ABCO,0,22,1,1.82,192,30.2,1,-0.02,2
GRCA,PIAB_01,Uncle Jim,2007,Fall,36.23,-112.04,5,NR01049,ABCO,0,5,0,0.93,480,15.6,1,0,2
GRCA,PIAB_06,NW V,2007,Fall,36.34,-112.28,5,NR06008,ABCO,0,5,1,1.4,1718,16.5,1.1,-0.03,0
GRCA,PIAB_06,NW V,2007,Fall,36.34,-112.28,5,NR06014,PIPO,0,0,7,0.26,159,60.7,1.1,-0.01,2
GRCA,PIAB_06,NW V,2007,Fall,36.34,-112.28,5,NR06016,ABCO,0,20,4,1.72,729,29.7,1.1,-0.04,1
GRCA,PIAB_06,NW V,2007,Fall,36.34,-112.28,5,NR06019,PIPO,0,0,3,0.32,167,70.1,1.1,-0.03,1
GRCA,PIAB_06,NW V,2007,Fall,36.34,-112.28,5,NR06023,ABCO,0,10,5,1.04,209,47.3,1.1,-0.13,0
GRCA,PIAB_11,NW V,2004,Summer,36.23,-112.09,5,NR11048,ABCO,0,15,0,1.41,359,22.1,0.9,-0.05,2
GRCA,PIAB_11,NW V,2004,Summer,36.23,-112.09,5,NR11064,PIPO,1,60,4,0.16,119,44.4,0.9,-0.01,4
GRCA,PIAB_11,NW V,2004,Summer,36.23,-112.09,5,NR11075,ABCO,1,60,0.5,0.99,501,21.6,0.9,-0.02,0
GRCA,PIAB_11,NW V,2004,Summer,36.23,-112.09,5,NR11086,ABCO,0,10,2.5,1.04,767,23.1,0.9,-0.03,1
GRCA,PIAB_11,NW V,2004,Summer,36.23,-112.09,5,NR11087,ABCO,0,5,2.5,1.74,385,30.2,0.9,-0.03,1
GRCA,PIAB_11,NW V,2004,Summer,36.23,-112.09,5,NR11093,ABCO,0,60,0.3,1.77,808,22.5,0.9,0,0
GRCA,PIAB_12,Outlet,2000,Spring,36.25,-112.11,5,NR12061,ABCO,0,1,0,1.45,1383,17.2,0.2,0.01,1
GRCA,PIAB_12,Outlet,2000,Spring,36.25,-112.11,5,NR12082,ABCO,0,2,0,2.11,380,32.8,0.2,-0.01,0
GRCA,PIAB_12,Outlet,2000,Spring,36.25,-112.11,5,NR12085,ABCO,0,1,0,0.9,439,25.8,0.2,0,0
GRCA,PIAB_12,Outlet,2000,Spring,36.25,-112.11,5,NR12088,ABCO,0,1,0.4,1.07,877,20,0.2,0,0
GRCA,PIEN_13,Thompson,2012,Fall,36.33,-112.11,3,NR13037,PSME,0,20,0.4,1.04,377,17.6,1.3,0.02,0
GRCA,PIEN_13,Thompson,2012,Fall,36.33,-112.11,3,NR13043,ABCO,1,40,3.7,0.18,0,25.6,1.3,-0.02,2
GRCA,PIEN_13,Thompson,2012,Fall,36.33,-112.11,3,NR13058,ABCO,0,40,1.3,0.49,248,26.6,1.3,-0.02,0
GRCA,PIEN_13,Thompson,2012,Fall,36.33,-112.11,3,NR13064,ABCO,0,0,2.8,0.84,36,56.9,1.3,0,0
GRCA,PIEN_13,Thompson,2012,Fall,36.33,-112.11,3,NR13069,ABCO,0,5,3.4,0.89,47,61,1.3,-0.04,0
GRCA,PIEN_13,Thompson,2012,Fall,36.33,-112.11,3,NR13073,ABCO,0,1,2.4,1.19,265,33.2,1.3,0.04,0
GRCA,PIEN_13,Thompson,2012,Fall,36.33,-112.11,3,NR13080,PSME,0,0,0.4,0.74,147,44.6,1.3,-0.03,0
GRCA,PIEN_13,Thompson,2012,Fall,36.33,-112.11,3,NR13081,ABCO,0,10,0.3,0.54,182,35.8,1.3,-0.04,1
GRCA,PIAB_14,Walhalla,2007,Fall,36.23,-111.99,5,NR14020,PIPO,1,0,7,0.94,87,51.8,1.1,-0.03,2
GRCA,PIAB_14,Walhalla,2007,Fall,36.23,-111.99,5,NR14026,PIPO,1,0,7,0.59,169,37.2,1.1,-0.01,2
GRCA,PIAB_14,Walhalla,2007,Fall,36.23,-111.99,5,NR14027,PIPO,1,0,7,0.64,169,41.6,1.1,-0.02,1
GRCA,PIAB_14,Walhalla,2007,Fall,36.23,-111.99,5,NR14033,PIPO,1,0,1,0.62,354,25.7,1.1,-0.01,1
GRCA,PIAB_14,Walhalla,2007,Fall,36.23,-111.99,5,NR14038,PIPO,1,20,8,1.21,35,57.7,1.1,-0.03,2
GRCA,PIAB_21,Uncle Jim,2007,Fall,36.22,-112.05,5,NR21036,ABCO,0,1,0.1,1.37,773,24.6,1.1,-0.08,2
GRCA,PIAB_21,Uncle Jim,2007,Fall,36.22,-112.05,5,NR21041,PIPO,0,0,1,0.19,49,85,1.1,-0.02,3
GRCA,PIAB_21,Uncle Jim,2007,Fall,36.22,-112.05,5,NR21046,ABCO,0,1,1,0.79,621,21.7,1.1,-0.01,3
GRCA,PIAB_21,Uncle Jim,2007,Fall,36.22,-112.05,5,NR21069,PIPO,1,40,5,0.2,140,28.9,1.1,0,4
GRCA,PIAB_21,Uncle Jim,2007,Fall,36.22,-112.05,5,NR21087,PIPO,0,0,12,0.72,47,61.3,1.1,-0.04,1
GRCA,PIAB_21,Uncle Jim,2007,Fall,36.22,-112.05,5,NR21090,PIPO,0,50,3,0.52,691,18.4,1.1,-0.01,1
GRCA,PIAB_22,Outlet,1997,Summer,36.25,-112.1,5,NR22004,PIPO,0,5,0.2,0.79,113,55.7,0.5,-0.01,0
GRCA,PIAB_22,Outlet,1997,Summer,36.25,-112.1,5,NR22018,ABCO,0,7,0.1,2.47,681,27.8,0.5,-0.01,0
GRCA,PIAB_22,Outlet,1997,Summer,36.25,-112.1,5,NR22046,PIPO,0,5,4,0.63,48,69.7,0.5,0.02,2
GRCA,PIAB_22,Outlet,1997,Summer,36.25,-112.1,5,NR22047,ABCO,0,75,0,3.59,176,36.5,0.5,0.03,0
GRCA,PIAB_25,NW III,2007,Fall,36.34,-112.25,5,NR25088,ABCO,0,10,0,1.78,105,33.3,1,-0.03,0
GRCA,PIAB_25,NW III,2007,Fall,36.34,-112.25,5,NR25090,ABCO,0,0,2,2.03,173,36.8,1,-0.02,0
GRCA,PIPN_01,NW I,2007,Fall,36.35,-112.27,5,NRP1057,ABCO,0,5,6,0.58,205,41.4,1.1,-0.09,1
GRCA,PIPN_02,NW I,2007,Fall,36.35,-112.26,5,NRP2067,PIPO,0,10,18,0.54,64,73.8,1,0,0
GRCA,PIPN_02,NW I,2007,Fall,36.35,-112.26,5,NRP2070,PIPO,0,10,15,0.6,93,61.4,1,-0.01,1
GRCA,PIPN_02,NW I,2007,Fall,36.35,-112.26,5,NRP2072,ABCO,0,50,0,2.38,136,58.6,1,-0.16,0
GRCA,PIPN_02,NW I,2007,Fall,36.35,-112.26,5,NRP2083,PSME,0,80,12,0.99,177,44.5,1,-0.08,2
GRCA,PIPN_02,NW I,2007,Fall,36.35,-112.26,5,NRP2093,PIPO,0,5,8,1.28,190,60.7,1,-0.03,1
SEKI,FFS2-20,SEKI_FFS2,2001,Fall,36.6,-118.75,3,S022188,ABCO,0,0,1.5,0.34,3205,15.4,0.2,-0.01,1
SEKI,FFS2-20,SEKI_FFS2,2001,Fall,36.6,-118.75,3,S022193,ABCO,0,0,0.6,4.02,47,60.8,0.2,0.04,0
SEKI,FFS2-31,SEKI_FFS2,2001,Fall,36.6,-118.75,3,S023513,ABCO,1,0,0.5,0.24,88,96.5,0.3,0,0
SEKI,FFS2-31,SEKI_FFS2,2001,Fall,36.6,-118.75,3,S023542,ABCO,0,0,0.9,2.07,24,131.8,0.3,-0.03,0
SEKI,FFS2-17,SEKI_FFS2,2001,Fall,36.59,-118.75,3,S023554,ABCO,0,30,4.3,2.17,92,66.6,0.2,-0.04,0
SEKI,FFS2-17,SEKI_FFS2,2001,Fall,36.59,-118.75,3,S023559,ABCO,0,30,0.1,1.11,515,26.1,0.2,0,0
SEKI,FFS2-33,SEKI_FFS3,2001,Fall,36.6,-118.75,3,S023632,ABCO,0,0,0,0.88,3587,18.5,0.3,0,0
SEKI,FFS2-18,SEKI_FFS2,2001,Fall,36.59,-118.75,3,S023667,ABCO,1,20,3.8,1.37,52,47.5,0.2,-0.07,1
SEKI,FFS5-31,SEKI_FFS5,2001,Fall,36.59,-118.75,3,S051536,ABCO,0,0,3.9,1.12,230,59.7,0.2,0.02,0
SEKI,FFS5-31,SEKI_FFS5,2001,Fall,36.59,-118.75,3,S051556,ABCO,0,30,0.26,0.98,89,108.7,0.2,-0.06,1
SEKI,FFS5-31,SEKI_FFS5,2001,Fall,36.59,-118.75,3,S051558,ABCO,0,40,1.6,2.16,3363,15.6,0.2,0.06,0
SEKI,FFS5-31,SEKI_FFS5,2001,Fall,36.59,-118.75,3,S051559,ABCO,0,10,1.2,0.49,1097,29.2,0.2,0,1
SEKI,FFS5-4,SEKI_FFS5,2001,Fall,36.59,-118.76,3,S051723,ABCO,0,30,10.4,1.54,41,53.3,0.3,0.01,0
SEKI,LOTHAR,Tharps,2004,Summer,36.56,-118.74,5,SLO2632,ABCO,0,0,5.6,3.14,55,79.8,0.7,0.03,0
SEKI,LOTHAR,Tharps,2004,Summer,36.56,-118.74,5,SLO2689,ABCO,0,20,5.9,2.91,219,46.2,0.7,0,0
SEKI,LOTHAR,Tharps,2004,Summer,36.56,-118.74,5,SLO2860,ABCO,1,5,6.9,1.87,91,71.8,0.7,0.04,0
SEKI,LOTHAR,Tharps,2004,Summer,36.56,-118.74,5,SLO2878,ABCO,1,5,23.1,1.36,79,105.4,0.7,0,0
SEKI,LOTHAR,Tharps,2004,Summer,36.56,-118.74,5,SLO2953,ABCO,0,15,25.3,0.34,51,83.1,0.7,-0.05,0
SEKI,LOTHAR,Tharps,2004,Summer,36.56,-118.74,5,SLO5101,ABCO,1,75,7,2.72,97,54.9,0.7,-0.01,0
GRCA,PIPO_06,Quarry,2009,Spring,36.01,-112.13,2,SR06034,PIPO,0,100,2,0.59,952,19.2,1.4,-0.05,4
GRCA,PIPO_06,Quarry,2009,Spring,36.01,-112.13,2,SR06038,PIPO,0,2,1.5,0.51,1398,19.4,1.4,-0.06,4
GRCA,PIPO_06,Quarry,2009,Spring,36.01,-112.13,2,SR06040,PIPO,0,5,2.5,0.78,644,26.1,1.4,-0.05,6
